# total density of states output by FHI-aims with perturbative spin-orbit coupling
# The energy reference for this output is the average chemical potential, mu =       -4.780076 eV
#    Energy (eV)      DOS 
        -19.85588790          0.00000000
        -19.85188750          0.00000000
        -19.84788710          0.00000000
        -19.84388670          0.00000000
        -19.83988630          0.00000000
        -19.83588590          0.00000000
        -19.83188550          0.00000000
        -19.82788510          0.00000000
        -19.82388470          0.00000000
        -19.81988430          0.00000000
        -19.81588390          0.00000000
        -19.81188350          0.00000000
        -19.80788310          0.00000000
        -19.80388270          0.00000000
        -19.79988230          0.00000000
        -19.79588190          0.00000000
        -19.79188150          0.00000000
        -19.78788110          0.00000000
        -19.78388070          0.00000000
        -19.77988030          0.00000000
        -19.77587990          0.00000000
        -19.77187950          0.00000000
        -19.76787910          0.00000000
        -19.76387870          0.00000000
        -19.75987830          0.00000000
        -19.75587790          0.00000000
        -19.75187750          0.00000000
        -19.74787710          0.00000000
        -19.74387670          0.00000000
        -19.73987630          0.00000000
        -19.73587590          0.00000000
        -19.73187550          0.00000000
        -19.72787510          0.00000000
        -19.72387470          0.00000000
        -19.71987430          0.00000000
        -19.71587390          0.00000000
        -19.71187350          0.00000000
        -19.70787310          0.00000000
        -19.70387270          0.00000000
        -19.69987230          0.00000000
        -19.69587190          0.00000000
        -19.69187150          0.00000000
        -19.68787110          0.00000000
        -19.68387070          0.00000000
        -19.67987030          0.00000000
        -19.67586990          0.00000000
        -19.67186950          0.00000000
        -19.66786910          0.00000000
        -19.66386870          0.00000000
        -19.65986830          0.00000000
        -19.65586790          0.00000000
        -19.65186750          0.00000000
        -19.64786710          0.00000000
        -19.64386670          0.00000000
        -19.63986630          0.00000000
        -19.63586590          0.00000000
        -19.63186550          0.00000000
        -19.62786510          0.00000000
        -19.62386470          0.00000000
        -19.61986430          0.00000000
        -19.61586390          0.00000000
        -19.61186350          0.00000000
        -19.60786310          0.00000000
        -19.60386270          0.00000000
        -19.59986230          0.00000000
        -19.59586190          0.00000000
        -19.59186150          0.00000000
        -19.58786110          0.00000000
        -19.58386070          0.00000000
        -19.57986030          0.00000000
        -19.57585990          0.00000000
        -19.57185950          0.00000000
        -19.56785910          0.00000000
        -19.56385870          0.00000000
        -19.55985830          0.00000000
        -19.55585790          0.00000000
        -19.55185750          0.00000000
        -19.54785710          0.00000000
        -19.54385670          0.00000000
        -19.53985630          0.00000000
        -19.53585590          0.00000000
        -19.53185550          0.00000000
        -19.52785510          0.00000000
        -19.52385470          0.00000000
        -19.51985430          0.00000000
        -19.51585390          0.00000000
        -19.51185350          0.00000000
        -19.50785310          0.00000000
        -19.50385270          0.00000000
        -19.49985230          0.00000000
        -19.49585190          0.00000000
        -19.49185150          0.00000000
        -19.48785110          0.00000000
        -19.48385070          0.00000000
        -19.47985030          0.00000000
        -19.47584990          0.00000000
        -19.47184950          0.00000000
        -19.46784910          0.00000000
        -19.46384870          0.00000000
        -19.45984830          0.00000000
        -19.45584790          0.00000000
        -19.45184750          0.00000000
        -19.44784710          0.00000000
        -19.44384670          0.00000000
        -19.43984630          0.00000000
        -19.43584590          0.00000000
        -19.43184550          0.00000000
        -19.42784510          0.00000000
        -19.42384470          0.00000000
        -19.41984430          0.00000000
        -19.41584390          0.00000000
        -19.41184350          0.00000000
        -19.40784310          0.00000000
        -19.40384270          0.00000000
        -19.39984230          0.00000000
        -19.39584190          0.00000000
        -19.39184150          0.00000000
        -19.38784110          0.00000000
        -19.38384070          0.00000000
        -19.37984030          0.00000000
        -19.37583990          0.00000000
        -19.37183950          0.00000000
        -19.36783910          0.00000000
        -19.36383870          0.00000000
        -19.35983830          0.00000000
        -19.35583790          0.00000000
        -19.35183750          0.00000000
        -19.34783710          0.00000000
        -19.34383670          0.00000000
        -19.33983630          0.00000000
        -19.33583590          0.00000000
        -19.33183550          0.00000000
        -19.32783510          0.00000000
        -19.32383470          0.00000000
        -19.31983430          0.00000000
        -19.31583390          0.00000000
        -19.31183350          0.00000000
        -19.30783310          0.00000000
        -19.30383270          0.00000000
        -19.29983230          0.00000000
        -19.29583190          0.00000000
        -19.29183150          0.00000000
        -19.28783110          0.00000000
        -19.28383070          0.00000000
        -19.27983030          0.00000000
        -19.27582990          0.00000000
        -19.27182950          0.00000000
        -19.26782910          0.00000000
        -19.26382870          0.00000000
        -19.25982830          0.00000000
        -19.25582790          0.00000000
        -19.25182750          0.00000000
        -19.24782710          0.00000000
        -19.24382670          0.00000000
        -19.23982630          0.00000000
        -19.23582590          0.00000000
        -19.23182550          0.00000000
        -19.22782510          0.00000000
        -19.22382470          0.00000000
        -19.21982430          0.00000000
        -19.21582390          0.00000000
        -19.21182350          0.00000000
        -19.20782310          0.00000000
        -19.20382270          0.00000000
        -19.19982230          0.00000000
        -19.19582190          0.00000000
        -19.19182150          0.00000000
        -19.18782110          0.00000000
        -19.18382070          0.00000000
        -19.17982030          0.00000000
        -19.17581990          0.00000000
        -19.17181950          0.00000000
        -19.16781910          0.00000000
        -19.16381870          0.00000000
        -19.15981830          0.00000000
        -19.15581790          0.00000000
        -19.15181750          0.00000000
        -19.14781710          0.00000000
        -19.14381670          0.00000000
        -19.13981630          0.00000000
        -19.13581590          0.00000000
        -19.13181550          0.00000000
        -19.12781510          0.00000000
        -19.12381470          0.00000000
        -19.11981430          0.00000000
        -19.11581390          0.00000000
        -19.11181350          0.00000000
        -19.10781310          0.00000000
        -19.10381270          0.00000000
        -19.09981230          0.00000000
        -19.09581190          0.00000000
        -19.09181150          0.00000000
        -19.08781110          0.00000000
        -19.08381070          0.00000000
        -19.07981030          0.00000000
        -19.07580990          0.00000000
        -19.07180950          0.00000000
        -19.06780910          0.00000000
        -19.06380870          0.00000000
        -19.05980830          0.00000000
        -19.05580790          0.00000000
        -19.05180750          0.00000000
        -19.04780710          0.00000000
        -19.04380670          0.00000000
        -19.03980630          0.00000000
        -19.03580590          0.00000000
        -19.03180550          0.00000000
        -19.02780510          0.00000000
        -19.02380470          0.00000000
        -19.01980430          0.00000000
        -19.01580390          0.00000000
        -19.01180350          0.00000000
        -19.00780310          0.00000000
        -19.00380270          0.00000000
        -18.99980230          0.00000000
        -18.99580190          0.00000000
        -18.99180150          0.00000000
        -18.98780110          0.00000000
        -18.98380070          0.00000000
        -18.97980030          0.00000000
        -18.97579990          0.00000000
        -18.97179950          0.00000000
        -18.96779910          0.00000000
        -18.96379870          0.00000000
        -18.95979830          0.00000000
        -18.95579790          0.00000000
        -18.95179750          0.00000000
        -18.94779710          0.00000000
        -18.94379670          0.00000000
        -18.93979630          0.00000000
        -18.93579590          0.00000000
        -18.93179550          0.00000000
        -18.92779510          0.00000000
        -18.92379470          0.00000000
        -18.91979430          0.00000000
        -18.91579390          0.00000000
        -18.91179350          0.00000000
        -18.90779310          0.00000000
        -18.90379270          0.00000000
        -18.89979230          0.00000000
        -18.89579190          0.00000000
        -18.89179150          0.00000000
        -18.88779109          0.00000000
        -18.88379069          0.00000000
        -18.87979029          0.00000000
        -18.87578989          0.00000000
        -18.87178949          0.00000000
        -18.86778909          0.00000000
        -18.86378869          0.00000000
        -18.85978829          0.00000000
        -18.85578789          0.00000000
        -18.85178749          0.00000000
        -18.84778709          0.00000000
        -18.84378669          0.00000000
        -18.83978629          0.00000000
        -18.83578589          0.00000000
        -18.83178549          0.00000000
        -18.82778509          0.00000000
        -18.82378469          0.00000000
        -18.81978429          0.00000000
        -18.81578389          0.00000000
        -18.81178349          0.00000000
        -18.80778309          0.00000000
        -18.80378269          0.00000000
        -18.79978229          0.00000000
        -18.79578189          0.00000000
        -18.79178149          0.00000000
        -18.78778109          0.00000000
        -18.78378069          0.00000000
        -18.77978029          0.00000000
        -18.77577989          0.00000000
        -18.77177949          0.00000000
        -18.76777909          0.00000000
        -18.76377869          0.00000000
        -18.75977829          0.00000000
        -18.75577789          0.00000000
        -18.75177749          0.00000000
        -18.74777709          0.00000000
        -18.74377669          0.00000000
        -18.73977629          0.00000000
        -18.73577589          0.00000000
        -18.73177549          0.00000000
        -18.72777509          0.00000000
        -18.72377469          0.00000000
        -18.71977429          0.00000000
        -18.71577389          0.00000000
        -18.71177349          0.00000000
        -18.70777309          0.00000000
        -18.70377269          0.00000000
        -18.69977229          0.00000000
        -18.69577189          0.00000000
        -18.69177149          0.00000000
        -18.68777109          0.00000000
        -18.68377069          0.00000000
        -18.67977029          0.00000000
        -18.67576989          0.00000000
        -18.67176949          0.00000000
        -18.66776909          0.00000000
        -18.66376869          0.00000000
        -18.65976829          0.00000000
        -18.65576789          0.00000000
        -18.65176749          0.00000000
        -18.64776709          0.00000000
        -18.64376669          0.00000000
        -18.63976629          0.00000000
        -18.63576589          0.00000000
        -18.63176549          0.00000000
        -18.62776509          0.00000000
        -18.62376469          0.00000000
        -18.61976429          0.00000000
        -18.61576389          0.00000000
        -18.61176349          0.00000000
        -18.60776309          0.00000000
        -18.60376269          0.00000000
        -18.59976229          0.00000000
        -18.59576189          0.00000000
        -18.59176149          0.00000000
        -18.58776109          0.00000000
        -18.58376069          0.00000000
        -18.57976029          0.00000000
        -18.57575989          0.00000000
        -18.57175949          0.00000000
        -18.56775909          0.00000000
        -18.56375869          0.00000000
        -18.55975829          0.00000000
        -18.55575789          0.00000000
        -18.55175749          0.00000000
        -18.54775709          0.00000000
        -18.54375669          0.00000000
        -18.53975629          0.00000000
        -18.53575589          0.00000000
        -18.53175549          0.00000000
        -18.52775509          0.00000000
        -18.52375469          0.00000000
        -18.51975429          0.00000000
        -18.51575389          0.00000000
        -18.51175349          0.00000000
        -18.50775309          0.00000000
        -18.50375269          0.00000000
        -18.49975229          0.00000000
        -18.49575189          0.00000000
        -18.49175149          0.00000000
        -18.48775109          0.00000000
        -18.48375069          0.00000000
        -18.47975029          0.00000000
        -18.47574989          0.00000000
        -18.47174949          0.00000000
        -18.46774909          0.00000000
        -18.46374869          0.00000000
        -18.45974829          0.00000000
        -18.45574789          0.00000000
        -18.45174749          0.00000000
        -18.44774709          0.00000000
        -18.44374669          0.00000000
        -18.43974629          0.00000000
        -18.43574589          0.00000000
        -18.43174549          0.00000000
        -18.42774509          0.00000000
        -18.42374469          0.00000000
        -18.41974429          0.00000000
        -18.41574389          0.00000000
        -18.41174349          0.00000000
        -18.40774309          0.00000000
        -18.40374269          0.00000000
        -18.39974229          0.00000000
        -18.39574189          0.00000000
        -18.39174149          0.00000000
        -18.38774109          0.00000000
        -18.38374069          0.00000000
        -18.37974029          0.00000000
        -18.37573989          0.00000000
        -18.37173949          0.00000000
        -18.36773909          0.00000000
        -18.36373869          0.00000000
        -18.35973829          0.00000000
        -18.35573789          0.00000000
        -18.35173749          0.00000000
        -18.34773709          0.00000000
        -18.34373669          0.00000000
        -18.33973629          0.00000000
        -18.33573589          0.00000000
        -18.33173549          0.00000000
        -18.32773509          0.00000000
        -18.32373469          0.00000000
        -18.31973429          0.00000000
        -18.31573389          0.00000000
        -18.31173349          0.00000000
        -18.30773309          0.00000000
        -18.30373269          0.00000000
        -18.29973229          0.00000000
        -18.29573189          0.00000000
        -18.29173149          0.00000000
        -18.28773109          0.00000000
        -18.28373069          0.00000000
        -18.27973029          0.00000000
        -18.27572989          0.00000000
        -18.27172949          0.00000000
        -18.26772909          0.00000000
        -18.26372869          0.00000000
        -18.25972829          0.00000000
        -18.25572789          0.00000000
        -18.25172749          0.00000000
        -18.24772709          0.00000000
        -18.24372669          0.00000000
        -18.23972629          0.00000000
        -18.23572589          0.00000000
        -18.23172549          0.00000000
        -18.22772509          0.00000000
        -18.22372469          0.00000000
        -18.21972429          0.00000000
        -18.21572389          0.00000000
        -18.21172349          0.00000000
        -18.20772309          0.00000000
        -18.20372269          0.00000000
        -18.19972229          0.00000000
        -18.19572189          0.00000000
        -18.19172149          0.00000000
        -18.18772109          0.00000000
        -18.18372069          0.00000000
        -18.17972029          0.00000000
        -18.17571989          0.00000000
        -18.17171949          0.00000000
        -18.16771909          0.00000000
        -18.16371869          0.00000000
        -18.15971829          0.00000000
        -18.15571789          0.00000000
        -18.15171749          0.00000000
        -18.14771709          0.00000000
        -18.14371669          0.00000000
        -18.13971629          0.00000000
        -18.13571589          0.00000000
        -18.13171549          0.00000000
        -18.12771509          0.00000000
        -18.12371469          0.00000000
        -18.11971429          0.00000000
        -18.11571389          0.00000000
        -18.11171349          0.00000000
        -18.10771309          0.00000000
        -18.10371269          0.00000000
        -18.09971229          0.00000000
        -18.09571189          0.00000000
        -18.09171149          0.00000000
        -18.08771109          0.00000000
        -18.08371069          0.00000000
        -18.07971029          0.00000000
        -18.07570989          0.00000000
        -18.07170949          0.00000000
        -18.06770909          0.00000000
        -18.06370869          0.00000000
        -18.05970829          0.00000000
        -18.05570789          0.00000000
        -18.05170749          0.00000000
        -18.04770709          0.00000000
        -18.04370669          0.00000000
        -18.03970629          0.00000000
        -18.03570589          0.00000000
        -18.03170549          0.00000000
        -18.02770509          0.00000000
        -18.02370469          0.00000000
        -18.01970429          0.00000000
        -18.01570389          0.00000000
        -18.01170349          0.00000000
        -18.00770309          0.00000000
        -18.00370269          0.00000000
        -17.99970229          0.00000000
        -17.99570189          0.00000000
        -17.99170149          0.00000000
        -17.98770109          0.00000000
        -17.98370069          0.00000000
        -17.97970029          0.00000000
        -17.97569989          0.00000000
        -17.97169949          0.00000000
        -17.96769909          0.00000000
        -17.96369869          0.00000000
        -17.95969829          0.00000000
        -17.95569789          0.00000000
        -17.95169749          0.00000000
        -17.94769709          0.00000000
        -17.94369669          0.00000000
        -17.93969629          0.00000000
        -17.93569589          0.00000000
        -17.93169549          0.00000000
        -17.92769509          0.00000000
        -17.92369469          0.00000000
        -17.91969429          0.00000000
        -17.91569389          0.00000000
        -17.91169349          0.00000000
        -17.90769309          0.00000000
        -17.90369269          0.00000000
        -17.89969229          0.00000000
        -17.89569189          0.00000000
        -17.89169149          0.00000000
        -17.88769108          0.00000000
        -17.88369068          0.00000000
        -17.87969028          0.00000000
        -17.87568988          0.00000000
        -17.87168948          0.00000000
        -17.86768908          0.00000000
        -17.86368868          0.00000000
        -17.85968828          0.00000000
        -17.85568788          0.00000000
        -17.85168748          0.00000000
        -17.84768708          0.00000000
        -17.84368668          0.00000000
        -17.83968628          0.00000000
        -17.83568588          0.00000000
        -17.83168548          0.00000000
        -17.82768508          0.00000000
        -17.82368468          0.00000000
        -17.81968428          0.00000000
        -17.81568388          0.00000000
        -17.81168348          0.00000000
        -17.80768308          0.00000000
        -17.80368268          0.00000000
        -17.79968228          0.00000000
        -17.79568188          0.00000000
        -17.79168148          0.00000000
        -17.78768108          0.00000000
        -17.78368068          0.00000000
        -17.77968028          0.00000000
        -17.77567988          0.00000000
        -17.77167948          0.00000000
        -17.76767908          0.00000000
        -17.76367868          0.00000000
        -17.75967828          0.00000000
        -17.75567788          0.00000000
        -17.75167748          0.00000000
        -17.74767708          0.00000000
        -17.74367668          0.00000000
        -17.73967628          0.00000000
        -17.73567588          0.00000000
        -17.73167548          0.00000000
        -17.72767508          0.00000000
        -17.72367468          0.00000000
        -17.71967428          0.00000000
        -17.71567388          0.00000000
        -17.71167348          0.00000000
        -17.70767308          0.00000000
        -17.70367268          0.00000000
        -17.69967228          0.00000000
        -17.69567188          0.00000000
        -17.69167148          0.00000000
        -17.68767108          0.00000000
        -17.68367068          0.00000000
        -17.67967028          0.00000000
        -17.67566988          0.00000000
        -17.67166948          0.00000000
        -17.66766908          0.00000000
        -17.66366868          0.00000000
        -17.65966828          0.00000000
        -17.65566788          0.00000000
        -17.65166748          0.00000000
        -17.64766708          0.00000000
        -17.64366668          0.00000000
        -17.63966628          0.00000000
        -17.63566588          0.00000000
        -17.63166548          0.00000000
        -17.62766508          0.00000000
        -17.62366468          0.00000000
        -17.61966428          0.00000000
        -17.61566388          0.00000000
        -17.61166348          0.00000000
        -17.60766308          0.00000000
        -17.60366268          0.00000000
        -17.59966228          0.00000000
        -17.59566188          0.00000000
        -17.59166148          0.00000000
        -17.58766108          0.00000000
        -17.58366068          0.00000000
        -17.57966028          0.00000000
        -17.57565988          0.00000000
        -17.57165948          0.00000000
        -17.56765908          0.00000000
        -17.56365868          0.00000000
        -17.55965828          0.00000000
        -17.55565788          0.00000000
        -17.55165748          0.00000000
        -17.54765708          0.00000000
        -17.54365668          0.00000000
        -17.53965628          0.00000000
        -17.53565588          0.00000000
        -17.53165548          0.00000000
        -17.52765508          0.00000000
        -17.52365468          0.00000000
        -17.51965428          0.00000000
        -17.51565388          0.00000000
        -17.51165348          0.00000000
        -17.50765308          0.00000000
        -17.50365268          0.00000000
        -17.49965228          0.00000000
        -17.49565188          0.00000000
        -17.49165148          0.00000000
        -17.48765108          0.00000000
        -17.48365068          0.00000000
        -17.47965028          0.00000000
        -17.47564988          0.00000000
        -17.47164948          0.00000000
        -17.46764908          0.00000000
        -17.46364868          0.00000000
        -17.45964828          0.00000000
        -17.45564788          0.00000000
        -17.45164748          0.00000000
        -17.44764708          0.00000000
        -17.44364668          0.00000000
        -17.43964628          0.00000000
        -17.43564588          0.00000000
        -17.43164548          0.00000000
        -17.42764508          0.00000000
        -17.42364468          0.00000000
        -17.41964428          0.00000000
        -17.41564388          0.00000000
        -17.41164348          0.00000000
        -17.40764308          0.00000000
        -17.40364268          0.00000000
        -17.39964228          0.00000000
        -17.39564188          0.00000000
        -17.39164148          0.00000000
        -17.38764108          0.00000000
        -17.38364068          0.00000000
        -17.37964028          0.00000000
        -17.37563988          0.00000000
        -17.37163948          0.00000000
        -17.36763908          0.00000000
        -17.36363868          0.00000000
        -17.35963828          0.00000000
        -17.35563788          0.00000000
        -17.35163748          0.00000000
        -17.34763708          0.00000000
        -17.34363668          0.00000000
        -17.33963628          0.00000000
        -17.33563588          0.00000000
        -17.33163548          0.00000000
        -17.32763508          0.00000000
        -17.32363468          0.00000000
        -17.31963428          0.00000000
        -17.31563388          0.00000000
        -17.31163348          0.00000000
        -17.30763308          0.00000000
        -17.30363268          0.00000000
        -17.29963228          0.00000000
        -17.29563188          0.00000000
        -17.29163148          0.00000000
        -17.28763108          0.00000000
        -17.28363068          0.00000000
        -17.27963028          0.00000000
        -17.27562988          0.00000000
        -17.27162948          0.00000000
        -17.26762908          0.00000000
        -17.26362868          0.00000000
        -17.25962828          0.00000000
        -17.25562788          0.00000000
        -17.25162748          0.00000000
        -17.24762708          0.00000000
        -17.24362668          0.00000000
        -17.23962628          0.00000000
        -17.23562588          0.00000000
        -17.23162548          0.00000000
        -17.22762508          0.00000000
        -17.22362468          0.00000000
        -17.21962428          0.00000000
        -17.21562388          0.00000000
        -17.21162348          0.00000000
        -17.20762308          0.00000000
        -17.20362268          0.00000000
        -17.19962228          0.00000000
        -17.19562188          0.00000000
        -17.19162148          0.00000000
        -17.18762108          0.00000000
        -17.18362068          0.00000000
        -17.17962028          0.00000000
        -17.17561988          0.00000000
        -17.17161948          0.00000000
        -17.16761908          0.00000000
        -17.16361868          0.00000000
        -17.15961828          0.00000000
        -17.15561788          0.00000000
        -17.15161748          0.00000000
        -17.14761708          0.00000000
        -17.14361668          0.00000000
        -17.13961628          0.00000000
        -17.13561588          0.00000000
        -17.13161548          0.00000000
        -17.12761508          0.00000000
        -17.12361468          0.00000000
        -17.11961428          0.00000000
        -17.11561388          0.00000000
        -17.11161348          0.00000000
        -17.10761308          0.00000000
        -17.10361268          0.00000000
        -17.09961228          0.00000000
        -17.09561188          0.00000000
        -17.09161148          0.00000000
        -17.08761108          0.00000000
        -17.08361068          0.00000000
        -17.07961028          0.00000000
        -17.07560988          0.00000000
        -17.07160948          0.00000000
        -17.06760908          0.00000000
        -17.06360868          0.00000000
        -17.05960828          0.00000000
        -17.05560788          0.00000000
        -17.05160748          0.00000000
        -17.04760708          0.00000000
        -17.04360668          0.00000000
        -17.03960628          0.00000000
        -17.03560588          0.00000000
        -17.03160548          0.00000000
        -17.02760508          0.00000000
        -17.02360468          0.00000000
        -17.01960428          0.00000000
        -17.01560388          0.00000000
        -17.01160348          0.00000000
        -17.00760308          0.00000000
        -17.00360268          0.00000000
        -16.99960228          0.00000000
        -16.99560188          0.00000000
        -16.99160148          0.00000000
        -16.98760108          0.00000000
        -16.98360068          0.00000000
        -16.97960028          0.00000000
        -16.97559988          0.00000000
        -16.97159948          0.00000000
        -16.96759908          0.00000000
        -16.96359868          0.00000000
        -16.95959828          0.00000000
        -16.95559788          0.00000000
        -16.95159748          0.00000000
        -16.94759708          0.00000000
        -16.94359668          0.00000000
        -16.93959628          0.00000000
        -16.93559588          0.00000000
        -16.93159548          0.00000000
        -16.92759508          0.00000000
        -16.92359468          0.00000000
        -16.91959428          0.00000000
        -16.91559388          0.00000000
        -16.91159348          0.00000000
        -16.90759308          0.00000000
        -16.90359268          0.00000000
        -16.89959228          0.00000000
        -16.89559188          0.00000000
        -16.89159148          0.00000000
        -16.88759107          0.00000000
        -16.88359067          0.00000000
        -16.87959027          0.00000000
        -16.87558987          0.00000000
        -16.87158947          0.00000000
        -16.86758907          0.00000000
        -16.86358867          0.00000000
        -16.85958827          0.00000000
        -16.85558787          0.00000000
        -16.85158747          0.00000000
        -16.84758707          0.00000000
        -16.84358667          0.00000000
        -16.83958627          0.00000000
        -16.83558587          0.00000000
        -16.83158547          0.00000000
        -16.82758507          0.00000000
        -16.82358467          0.00000000
        -16.81958427          0.00000000
        -16.81558387          0.00000000
        -16.81158347          0.00000000
        -16.80758307          0.00000000
        -16.80358267          0.00000000
        -16.79958227          0.00000000
        -16.79558187          0.00000000
        -16.79158147          0.00000000
        -16.78758107          0.00000000
        -16.78358067          0.00000000
        -16.77958027          0.00000000
        -16.77557987          0.00000000
        -16.77157947          0.00000000
        -16.76757907          0.00000000
        -16.76357867          0.00000000
        -16.75957827          0.00000000
        -16.75557787          0.00000000
        -16.75157747          0.00000000
        -16.74757707          0.00000000
        -16.74357667          0.00000000
        -16.73957627          0.00000000
        -16.73557587          0.00000000
        -16.73157547          0.00000000
        -16.72757507          0.00000000
        -16.72357467          0.00000000
        -16.71957427          0.00000000
        -16.71557387          0.00000000
        -16.71157347          0.00000000
        -16.70757307          0.00000000
        -16.70357267          0.00000000
        -16.69957227          0.00000000
        -16.69557187          0.00000000
        -16.69157147          0.00000000
        -16.68757107          0.00000000
        -16.68357067          0.00000000
        -16.67957027          0.00000000
        -16.67556987          0.00000000
        -16.67156947          0.00000000
        -16.66756907          0.00000000
        -16.66356867          0.00000000
        -16.65956827          0.00000000
        -16.65556787          0.00000000
        -16.65156747          0.00000000
        -16.64756707          0.00000000
        -16.64356667          0.00000000
        -16.63956627          0.00000000
        -16.63556587          0.00000000
        -16.63156547          0.00000000
        -16.62756507          0.00000000
        -16.62356467          0.00000000
        -16.61956427          0.00000000
        -16.61556387          0.00000000
        -16.61156347          0.00000000
        -16.60756307          0.00000000
        -16.60356267          0.00000000
        -16.59956227          0.00000000
        -16.59556187          0.00000000
        -16.59156147          0.00000000
        -16.58756107          0.00000000
        -16.58356067          0.00000000
        -16.57956027          0.00000000
        -16.57555987          0.00000000
        -16.57155947          0.00000000
        -16.56755907          0.00000000
        -16.56355867          0.00000000
        -16.55955827          0.00000000
        -16.55555787          0.00000000
        -16.55155747          0.00000000
        -16.54755707          0.00000000
        -16.54355667          0.00000000
        -16.53955627          0.00000000
        -16.53555587          0.00000000
        -16.53155547          0.00000000
        -16.52755507          0.00000000
        -16.52355467          0.00000000
        -16.51955427          0.00000000
        -16.51555387          0.00000000
        -16.51155347          0.00000000
        -16.50755307          0.00000000
        -16.50355267          0.00000000
        -16.49955227          0.00000000
        -16.49555187          0.00000000
        -16.49155147          0.00000000
        -16.48755107          0.00000000
        -16.48355067          0.00000000
        -16.47955027          0.00000000
        -16.47554987          0.00000000
        -16.47154947          0.00000000
        -16.46754907          0.00000000
        -16.46354867          0.00000000
        -16.45954827          0.00000000
        -16.45554787          0.00000000
        -16.45154747          0.00000000
        -16.44754707          0.00000000
        -16.44354667          0.00000000
        -16.43954627          0.00000000
        -16.43554587          0.00000000
        -16.43154547          0.00000000
        -16.42754507          0.00000000
        -16.42354467          0.00000000
        -16.41954427          0.00000000
        -16.41554387          0.00000000
        -16.41154347          0.00000000
        -16.40754307          0.00000000
        -16.40354267          0.00000000
        -16.39954227          0.00000000
        -16.39554187          0.00000000
        -16.39154147          0.00000000
        -16.38754107          0.00000000
        -16.38354067          0.00000000
        -16.37954027          0.00000000
        -16.37553987          0.00000000
        -16.37153947          0.00000000
        -16.36753907          0.00000000
        -16.36353867          0.00000000
        -16.35953827          0.00000000
        -16.35553787          0.00000000
        -16.35153747          0.00000000
        -16.34753707          0.00000000
        -16.34353667          0.00000000
        -16.33953627          0.00000000
        -16.33553587          0.00000000
        -16.33153547          0.00000000
        -16.32753507          0.00000000
        -16.32353467          0.00000000
        -16.31953427          0.00000000
        -16.31553387          0.00000000
        -16.31153347          0.00000000
        -16.30753307          0.00000000
        -16.30353267          0.00000000
        -16.29953227          0.00000000
        -16.29553187          0.00000000
        -16.29153147          0.00000000
        -16.28753107          0.00000000
        -16.28353067          0.00000000
        -16.27953027          0.00000000
        -16.27552987          0.00000000
        -16.27152947          0.00000000
        -16.26752907          0.00000000
